eventid,time,location,latitude,longitude,depth,magnitude,shakemap-depth,shakemap-event-description,shakemap-event-type,shakemap-eventsource,shakemap-eventsourcecode,shakemap-eventtime,shakemap-gmice,shakemap-latitude,shakemap-longitude,shakemap-magnitude,shakemap-map-status,shakemap-maximum-latitude,shakemap-maximum-longitude,shakemap-maxmmi,shakemap-maxmmi-grid,shakemap-maxpga,shakemap-maxpga-grid,shakemap-maxpgv,shakemap-maxpgv-grid,shakemap-maxpsa03,shakemap-maxpsa03-grid,shakemap-maxpsa10,shakemap-maxpsa10-grid,shakemap-maxpsa30,shakemap-maxpsa30-grid,shakemap-minimum-latitude,shakemap-minimum-longitude,shakemap-original-signature,shakemap-original-signature-version,shakemap-pdl-client-version,shakemap-process-timestamp,shakemap-review-status,shakemap-shakemap-code-version,shakemap-version,losspager-alertlevel,losspager-depth,losspager-eventsource,losspager-eventsourcecode,losspager-eventtime,losspager-latitude,losspager-longitude,losspager-magnitude,losspager-maxmmi,losspager-original-signature,losspager-original-signature-version,losspager-pdl-client-version,losspager-review-status,dyfi-depth,dyfi-eventsource,dyfi-eventsourcecode,dyfi-eventtime,dyfi-latitude,dyfi-longitude,dyfi-magnitude,dyfi-maxmmi,dyfi-num-responses,dyfi-numResp,dyfi-original-signature,dyfi-original-signature-version,dyfi-pdl-client-version,shakemap-overlayHeight,shakemap-overlayWidth
us600085x5,2020-02-28 07:41:50.508,"117 km ESE of Neiafu, Tonga",-18.9008,-172.9039,10.0,5.7,10.0,USGS NEIC ShakeMap,ACTUAL,us,600085x5,2020-02-28T07:41:50.000Z,WGRW12,-18.9008,-172.9039,5.7,automatic,-17.983,-171.95,,6.258,,0.231,,2.366,,0.444,,0.097,,0.012,-19.783,-173.85,MC0CFQCAvE0bfGBLl+YBAofeCOQ4tFx9dAIUVvm77jNG9O4APa9UjDCh+Kg2p8Q=,v1,Version 1.14.0 2018-04-02,2020-03-14T11:12:06Z,automatic,4.0.1+381.g7b3fa70.dirty,4,green,10.0,us,600085x5,2020-02-28T07:41:50.000Z,-18.9008,-172.9039,5.7,0.0,MCwCFBGw1MYo7+RihyeskFdmimp7ZkzTAhQfg3ZIQHtira6KiEZ93aV/g5Y+9g==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us600087lz,2020-03-02 00:31:15.355,"239 km WSW of Adak, Alaska",51.1069,-179.85,19.72,5.7,19.7,USGS NEIC ShakeMap,ACTUAL,us,600087lz,2020-03-02T00:31:15.000Z,WGRW12,51.1069,-179.85,5.7,automatic,52.0,-178.383,5.046,5.046,0.084,0.084,1.133,1.133,0.177,0.177,0.028,0.028,0.004,0.004,50.2,-181.25,MC0CFAyAhlfNzElWckoATA/66o3GN2OdAhUAgGuC7Jb0dICxIiNCE/EqHxBwDr0=,v1,Version 2.3.0 2020-04-04,2020-05-15T00:24:16Z,automatic,4.0.1+487.gca1c3bd,10,green,19.7,us,600087lz,2020-03-02T00:31:15.000Z,51.1069,-179.85,5.7,0.0,MCwCFGzUb51QT2e1Py9KpZ/7/jiNSOkLAhRoSQeIA0lbH7wYYSzrdCPtboRB0g==,v1,Version 2.4.0 2020-05-11,automatic,24.44,us,600087lz,2020-03-02T00:31:16.000Z,51.1334,-179.8506,5.7,3.6,1.0,1.0,MCwCFDsUTD6CQqEKuxTadkWxvkGiPsmDAhRPToOKv4CoM1BLFMnK8Gk73MMf7g==,v1,Version 2.1.0 2019-03-07,,
us600089zt,2020-03-05 06:57:41.361,"39 km S of Tinogasta, Argentina",-28.4189,-67.4978,105.86,5.5,105.9,USGS NEIC ShakeMap,ACTUAL,us,600089zt,2020-03-05T06:57:41.000Z,WGRW12,-28.4189,-67.4978,5.5,automatic,-27.5,-66.467,3.797,3.797,0.016,0.016,-0.801,-0.801,0.026,0.026,0.005,0.005,0.001,0.001,-29.3,-68.517,MC4CFQCNV3EZ00V+t2t9j5rn0jbsQEeqBwIVAJmQgDSdwDbbobXx51QCt2PfeFWF,v1,Version 2.3.0 2020-04-04,2020-05-17T10:34:38Z,automatic,4.0.1+487.gca1c3bd,6,green,105.9,us,600089zt,2020-03-05T06:57:41.000Z,-28.4189,-67.4978,5.5,4.0,MCwCFHhsFB7Vj/XqcGg8+6Lb024BuJ1QAhQvEWNU3Tcko2matrcLEGAKcpTBwQ==,v1,Version 2.4.0 2020-05-11,automatic,101.51,us,600089zt,2020-03-05T06:57:40.000Z,-28.4109,-67.489,5.5,2.9,1.0,1.0,MC4CFQDjvs+u3nvDvwaCOhCzCzn8VHu1CQIVAI8RQSISJQ3a8qlPwzMMpZGJv1oh,v1,Version 2.1.0 2019-03-07,,
us60008ay3,2020-03-06 10:28:42.029,Southwest Indian Ridge,-31.368,58.3242,10.0,6.0,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008ay3,2020-03-06T10:28:42.000Z,WGRW12,-31.368,58.3242,6.0,automatic,-29.883,60.0,,6.68,,0.267,,2.893,,0.517,,0.148,,0.026,-32.8,56.583,MCwCFCt5bEOZn1UI2KEGDwVpnOkeS2u9AhQuKYxwNdZmyw54w3pOJszo14K5Rw==,v1,Version 2.3.0 2020-04-04,2020-05-18T08:44:38Z,automatic,4.0.1+487.gca1c3bd,5,green,10.0,us,60008ay3,2020-03-06T10:28:42.000Z,-31.368,58.3242,6.0,0.0,MCwCFAh9QgNfXB0NiMXY+vdXkOxiSxiSAhRs93u7Qf+1+Y7karBtb52JfsG2wQ==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us60008bj6,2020-03-07 05:43:45.580,"52 km WSW of Port-Vila, Vanuatu",-17.8921,167.85,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008bj6,2020-03-07T05:43:45.000Z,WGRW12,-17.8921,167.85,5.5,automatic,-16.967,168.783,3.897,5.932,0.034,0.185,0.7,1.942,0.083,0.361,0.022,0.068,0.003,0.007,-18.767,166.9,MCwCFAKbxj9ipF4zwjwUtvnKhPImT0tIAhRD2YTmrnaj0TMws7LsDQ+z+r9Plg==,v1,Version 1.14.0 2018-04-02,2020-03-27T08:08:25Z,automatic,4.0.1+381.g7b3fa70.dirty,5,green,10.0,us,60008bj6,2020-03-07T05:43:45.000Z,-17.8921,167.85,5.5,4.0,MCwCFFutkjL3sWBUoWISLQ/eqJ4nQcUAAhRvSc7n4h2AbCSRYV+cpqTA/Jw2hw==,v1,Version 1.14.1 2018-04-26,automatic,10.0,us,60008bj6,2020-03-07T05:43:45.000Z,-17.8921,167.85,5.5,3.4,3.0,3.0,MC0CFQCr4YkBRqOdoxxFUY4VqP+t0uSkpQIUUjYcrzwLuTkb5a4AAIWhnml/iHY=,v1,Version 2.1.0 2019-03-07,,
nc73351710,2020-03-09 02:59:08.860,"69km W of Petrolia, CA",40.3916667,-125.0936667,3.19,5.77,3.19,"68.9 km (42.8 mi) W of Petrolia, CA",ACTUAL,nc,73351710,2020-03-09T02:59:08.000Z,,40.3917,-125.0937,5.8,RELEASED,41.225034,-123.8437,4.83,7.06,6.39,44.39,6.02,23.87,18.33,61.11,10.17,26.38,0.78,2.7,39.558366,-126.3437,MCwCFCgzGaaN/NZqA/9Jx6STRxbP4bySAhRQlcyq8V0GSiijOQx1is1MCcREPg==,v1,Version 1.13.3 2018-02-06,2020-03-10T18:05:14Z,,,5,green,3.2,nc,73351710,2020-03-09T02:59:08.000Z,40.3917,-125.0937,5.8,4.0,MCwCFGx0jKiYuxRPKMEPQcdcUVBLTacKAhQ7RPYbFtjBs/I2RbBHa/sOGMJ7dA==,v1,Version 1.14.1 2018-04-26,automatic,3.19,nc,73351710,2020-03-09T02:59:08.000Z,40.3916667,-125.0936667,5.8,5.6,2836.0,2836.0,MC0CFBOvMCjqxdwhhXlfXyFj54ZmRCcSAhUAnKiCjNqDM+EyFO3IlloBw6sIAq4=,v1,Version 2.1.0 2019-03-07,312.0,468.0
us60008d3z,2020-03-10 11:13:48.478,"214 km N of Puerto Ayora, Ecuador",1.171,-90.6425,10.0,5.6,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008d3z,2020-03-10T11:13:48.000Z,WGRW12,1.171,-90.6425,5.6,automatic,2.067,-89.733,4.044,6.757,0.031,0.298,0.582,2.896,0.065,0.496,0.019,0.161,0.003,0.025,0.267,-91.533,MC4CFQCBP018FlHmZ/ByDiMnwdwotUcSgAIVAIPdJZtrY0oHRWSDmji/5o1ZbsyC,v1,Version 2.3.0 2020-04-04,2020-04-20T05:32:35Z,automatic,4.0.1+433.gae271ca.dirty,5,green,10.0,us,60008d3z,2020-03-10T11:13:48.000Z,1.171,-90.6425,5.6,0.0,MC0CFCuP3Z6ytpUxuLL0z8ovVVWNwWa4AhUAlDqL5WWW4JK7rm7hYcax8bdInNM=,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us60008d51,2020-03-10 14:06:26.665,"201 km S of Pagar Alam, Indonesia",-5.837,103.0187,26.18,5.7,26.2,USGS NEIC ShakeMap,ACTUAL,us,60008d51,2020-03-10T14:06:26.000Z,WGRW12,-5.837,103.0187,5.7,automatic,-4.917,103.917,3.476,5.003,0.011,0.088,-0.129,1.235,0.03,0.194,0.01,0.037,0.001,0.004,-6.717,102.117,MCwCFAaKXVF2mdZhkW/c5lPe4xZAR5bmAhRYvnBdAnNp/I0cU41s7uSwDp5rKw==,v1,Version 2.3.0 2020-04-04,2020-05-17T13:47:13Z,automatic,4.0.1+487.gca1c3bd,7,green,26.2,us,60008d51,2020-03-10T14:06:26.000Z,-5.837,103.0187,5.7,3.0,MCwCFDlo4qGOyRQmunR+x0HSvTtopbjgAhRun6D/8YpSoyyzio8Cr2XbukFpuQ==,v1,Version 2.4.0 2020-05-11,automatic,19.97,us,60008d51,2020-03-10T14:06:25.000Z,-5.8693,102.971,5.5,4.2,2.0,2.0,MCwCFGwTERHg9woy5ZY35C65ySdWdlW9AhRMZZRCaotpuw501AElpJQ7izLyOA==,v1,Version 2.1.0 2019-03-07,,
us60008e9x,2020-03-12 12:50:27.596,"127 km ESE of Neiafu, Tonga",-19.1046,-172.8712,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008e9x,2020-03-12T12:50:27.000Z,WGRW12,-19.1046,-172.8712,5.5,automatic,-18.183,-171.9,,6.147,,0.233,,2.439,,0.388,,0.088,,0.011,-19.983,-173.817,MC0CFH7w/ynswAlApXlDq0+plIYfrFgOAhUAllKPrK9YazUl2kESt6z/2YseUf4=,v1,Version 2.3.0 2020-04-04,2020-04-27T13:54:31Z,automatic,4.0.1+433.gae271ca.dirty,2,green,10.0,us,60008e9x,2020-03-12T12:50:27.000Z,-19.1046,-172.8712,5.5,0.0,MCwCFFMUh4Yn2e1ilUgpahd0RDcUE6AoAhQbk+T1rndS1FPQOx6JBRuRYbF+vA==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us60008fl8,2020-03-14 10:01:17.118,Kermadec Islands region,-27.367,-175.6102,11.0,6.4,11.0,USGS NEIC ShakeMap,ACTUAL,us,60008fl8,2020-03-14T10:01:17.000Z,WGRW12,-27.367,-175.6102,6.4,automatic,-24.983,-173.017,3.055,6.719,0.002,0.229,-0.74,2.974,0.005,0.488,0.005,0.167,0.002,0.038,-29.667,-178.283,MCwCFEkg4ceM/6kq0U/aA1w9DQ6jHE3qAhQi9TCXa7Rm0AekOJBVuiklNEiYsQ==,v1,Version 2.4.0 2020-05-11,2020-05-24T10:52:36Z,automatic,4.0.1+491.g9359a6a,7,green,11.0,us,60008fl8,2020-03-14T10:01:17.000Z,-27.367,-175.6102,6.4,0.0,MCwCFG1jVMpAXW1x/5foGYCFlrE8ZdKfAhQjO9ro7LdHdaSWzshvwcAtmMtPWg==,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,60008fl8,2020-03-14T10:01:16.000Z,-27.3664,-175.6074,6.4,2.4,3.0,3.0,MC4CFQCcZvbD48CSZNcfrdn14fhAtaofdgIVANKKH/g2oq8AhyOPmT97LbQcd99L,v1,Version 2.1.0 2019-03-07,,
us60008hpv,2020-03-14 10:05:15.903,"211 km NE of Opotiki, New Zealand",-36.545,178.8162,48.06,5.8,48.1,USGS NEIC ShakeMap,ACTUAL,us,60008hpv,2020-03-14T10:05:15.000Z,WGRW12,-36.545,178.8162,5.8,automatic,-35.617,179.917,,4.828,,0.067,,0.85,,0.12,,0.025,,0.003,-37.417,177.683,MCwCFCl5rzEY2K3wDJc7s1p2PjYZfFWMAhRnKfYHdHDAztbd0CLycpwmKXJ+AQ==,v1,Version 2.3.0 2020-04-04,2020-04-11T07:01:39Z,automatic,4.0.1+433.gae271ca.dirty,1,green,48.1,us,60008hpv,2020-03-14T10:05:15.000Z,-36.545,178.8162,5.8,0.0,MC0CFQCODbYEgXrrdt2695P8ffbrRJCS2QIUBWd90FPDaNFMb20FOgC1moFrIEw=,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us60008gzt,2020-03-17 08:12:03.636,"54 km NNW of Tomé, Chile",-36.1555,-73.1685,33.03,5.6,33.0,USGS NEIC ShakeMap,ACTUAL,us,60008gzt,2020-03-17T08:12:03.000Z,WGRW12,-36.1555,-73.1685,5.6,automatic,-35.233,-72.05,4.995,5.819,0.078,0.148,1.369,1.648,0.125,0.19,0.039,0.049,0.005,0.007,-37.033,-74.283,MCwCFCuXeLWZm9o5itCy1ptsiY7deQEBAhQ2i7lQIud5QtXAaqo/LspIznQMng==,v1,Version 2.3.0 2020-04-04,2020-04-27T12:28:30Z,automatic,4.0.1+433.gae271ca.dirty,6,green,33.0,us,60008gzt,2020-03-17T08:12:03.000Z,-36.1555,-73.1685,5.6,5.0,MC0CFQCKlMpKMFcYN1mr6F4twRlPw3GOXAIUHLfFlYlgfsgxWQkFO2rU9bUdFfU=,v1,Version 1.14.1 2018-04-26,automatic,33.03,us,60008gzt,2020-03-17T08:12:03.000Z,-36.1555,-73.1685,5.6,5.2,142.0,142.0,MC0CFQDMu5qKcGQppRQFtwAraZW+hv2wNwIUBXnWagaP2gWum0XWuLikdrW8bYo=,v1,Version 2.4.0 2020-05-11,,
us60008h76,2020-03-17 16:06:22.370,"171 km E of Hihifo, Tonga",-16.0252,-172.1911,10.0,6.0,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008h76,2020-03-17T16:06:22.000Z,WGRW12,-16.0252,-172.1911,6.0,automatic,-14.55,-170.667,,6.491,,0.22,,2.755,,0.44,,0.129,,0.024,-17.467,-173.7,MCwCFD3POUUQAPULhHRQgNFSfgOloqSUAhRezStHDT1KhJaaNhmw2SINT1P7dw==,v1,Version 1.14.0 2018-04-02,2020-03-29T20:18:16Z,automatic,4.0.1+381.g7b3fa70.dirty,6,green,10.0,us,60008h76,2020-03-17T16:06:22.000Z,-16.0252,-172.1911,6.0,0.0,MCwCFAsoRJjQMep8Ps+XEaYrh0Ea63IgAhQch73TkrMVzRvDR3mwwrkWvig5fg==,v1,Version 1.14.1 2018-04-26,automatic,10.0,us,60008h76,2020-03-17T16:06:22.000Z,-16.0252,-172.1911,6.0,3.6,9.0,9.0,MC0CFD53jmKyhQ+oXwRuYWZh1yEeZzaEAhUA0yirWDyLKgYStyU6gia4QHJcFKE=,v1,Version 2.1.0 2019-03-07,,
us60008hkg,2020-03-18 03:13:45.742,"99 km NW of Sola, Vanuatu",-13.1364,167.0277,176.0,6.1,176.0,USGS NEIC ShakeMap,ACTUAL,us,60008hkg,2020-03-18T03:13:45.000Z,WGRW12,-13.1364,167.0277,6.1,automatic,-11.633,168.533,3.943,3.957,0.016,0.016,-0.051,-0.02,0.03,0.031,0.011,0.011,0.002,0.002,-14.6,165.5,MCwCFGfdL/4oOxDv7kFN02ksRnSvVG+OAhRl2wQYJsgdCE1PhdOEvZ8J+CZ3ug==,v1,Version 2.3.0 2020-04-04,2020-04-05T22:35:51Z,automatic,4.0.1+427.g320fa78.dirty,5,green,176.0,us,60008hkg,2020-03-18T03:13:45.000Z,-13.1364,167.0277,6.1,4.0,MCwCFCxphSRzsVCtRWtYUkrfSs4gq8gbAhQMtQH6gPqUO7BCRhF/Yf184n6Jtw==,v1,Version 1.14.1 2018-04-26,automatic,176.0,us,60008hkg,2020-03-18T03:13:45.000Z,-13.1364,167.0277,6.1,0.0,0.0,0.0,MC0CFHSTTAitMq4QStWYfmTnTo8wsHxQAhUArlhApGuBfgTawqlb5yqfmx7DD5M=,v1,Version 2.1.0 2019-03-07,,
us60008hml,2020-03-18 05:31:33.938,"150 km WSW of Lata, Solomon Islands",-11.0517,164.4588,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,60008hml,2020-03-18T05:31:33.000Z,WGRW12,-11.0517,164.4588,5.5,automatic,-10.133,165.367,,5.973,,0.197,,2.312,,0.33,,0.076,,0.011,-11.933,163.533,MCwCFD9sHv/gzBY+mHKa0e/EO0eD0nzHAhQ1QyDChRdxqYnog4pBRwdON9JLqg==,v1,Version 2.3.0 2020-04-04,2020-05-04T13:07:27Z,automatic,4.0.1+433.gae271ca.dirty,6,green,10.0,us,60008hml,2020-03-18T05:31:33.000Z,-11.0517,164.4588,5.5,0.0,MCwCFBIg0twrsCpAfPZcptJy7egJn2lGAhQwh052cR2OrdRChZqwBD31dcDzXA==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
uu60363602,2020-03-18 13:09:31.530,"5 km NNE of Magna, Utah",40.751,-112.0783333,11.9,5.7,11.9,USGS NEIC ShakeMap,ACTUAL,uu,60363602,2020-03-18T13:09:31.000Z,WGRW12,40.751,-112.0783,5.7,automatic,41.717,-110.767,6.925,6.925,0.349,0.349,3.156,3.156,0.739,0.739,0.236,0.236,0.056,0.056,39.767,-113.317,MC0CFQCA1PRPM2MJ+gqPOVO2uD37s/bYhwIUEwGwqwQQBt29bSjBsvZ4gQFkc6s=,v1,Version 2.3.0 2020-04-04,2020-04-09T01:12:55Z,automatic,4.0.1+433.gae271ca,23,yellow,10.1,uu,60363602,2020-03-18T13:09:31.000Z,40.7512,-112.0808,5.7,7.0,MCwCFA2Hhhp4IPAR2k/3RdrBb6FksL2hAhR+YHzDq7zQ1IGJtv9Mr98PqOGwZw==,v1,Version 1.14.1 2018-04-26,automatic,11.9,uu,60363602,2020-03-18T13:09:31.000Z,40.751,-112.0783333,5.7,6.7,27071.0,27071.0,MCwCFBz1rVLNWzQeLMAdIg/jnSwvPwRXAhQKrErnAMH7ys3ZDkfiJd/G6cGKlw==,v1,Version 2.7.9 2021-02-10,,
us60008hzl,2020-03-18 17:45:39.299,"249 km S of Nusa Dua, Indonesia",-11.0521,115.1378,20.68,6.2,20.7,USGS NEIC ShakeMap,ACTUAL,us,60008hzl,2020-03-18T17:45:39.000Z,WGRW12,-11.0521,115.1378,6.2,automatic,-9.667,116.533,,6.287,,0.214,,2.546,,0.442,,0.12,,0.02,-12.4,113.733,MCwCFDAOgIZx2Q+jvck5Lk1x+j4VKs5dAhQDo+ov37u+2J7aR9hkSKP4tek4Ng==,v1,Version 2.3.0 2020-04-04,2020-04-14T20:47:33Z,automatic,4.0.1+433.gae271ca.dirty,8,green,20.7,us,60008hzl,2020-03-18T17:45:39.000Z,-11.0521,115.1378,6.2,0.0,MC0CFASOwJsw33BkW73G7Vw/ZpL/RaGrAhUAh/BLJATHPQYdlenZce68Hr13ZKo=,v1,Version 1.14.1 2018-04-26,automatic,20.68,us,60008hzl,2020-03-18T17:45:39.000Z,-11.0521,115.1378,6.2,5.8,154.0,154.0,MCwCFEDpgYgXvugd8lgIn++McTmkV5slAhReNSjusrzgxVn+eVvudbS7e8xJzg==,v1,Version 2.1.0 2019-03-07,,
us70008c70,2020-03-19 13:52:55.249,Mariana Islands region,20.7035,143.5362,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,70008c70,2020-03-19T13:52:55.000Z,WGRW12,20.7035,143.5362,5.5,automatic,21.6,144.5,,5.972,,0.197,,2.311,,0.33,,0.076,,0.011,19.8,142.583,MCwCFFikbJtz86c5aiUhMYOIM2vTCf5tAhQbaMjObn4ZEgJYewtZ2wAO494qaw==,v1,Version 2.3.0 2020-04-04,2020-04-19T14:36:57Z,automatic,4.0.1+433.gae271ca.dirty,4,green,10.0,us,70008c70,2020-03-19T13:52:55.000Z,20.7035,143.5362,5.5,0.0,MCwCFGstFkTVF4uqjRp+6TyMBHODKdSiAhR0EVSuRI2iYjHJZumfSA+tPP+HZQ==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us70008cld,2020-03-20 01:33:15.443,"85 km NE of Lobujya, Nepal",28.5896,87.3081,10.0,5.7,10.0,USGS NEIC ShakeMap,ACTUAL,us,70008cld,2020-03-20T01:33:15.000Z,WGRW12,28.5896,87.3081,5.7,automatic,29.533,88.4,6.738,6.738,0.239,0.239,2.895,2.895,0.516,0.516,0.17,0.17,0.031,0.031,27.633,86.233,MCwCFGBW24nv2QFqfMrfdRz/RS0S/ucPAhRHWergX689TW37zaSoHxmcCAs88A==,v1,Version 2.4.0 2020-05-11,2020-06-06T18:15:49Z,automatic,4.0.1+525.gcbad862,9,yellow,10.0,us,70008cld,2020-03-20T01:33:15.000Z,28.5896,87.3081,5.7,6.0,MCwCFB7ETTXfAucw7jYg8M6fv/PnATcyAhRnk5LmPaaYML59mflRQpmhnSnUhQ==,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,70008cld,2020-03-20T01:33:15.000Z,28.5944,87.3158,5.7,8.6,12.0,12.0,MCwCFCVksLPY5tGZ4IvOhyBRo79S/8PmAhQPz6fCLnXpfK3E+0bp+iIpG6rgJw==,v1,Version 2.1.0 2019-03-07,,
us70008cmt,2020-03-20 03:03:13.676,"178 km WSW of Altai, Mongolia",46.0479,93.9973,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,70008cmt,2020-03-20T03:03:13.000Z,WGRW12,46.0479,93.9973,5.5,automatic,46.95,95.317,6.758,6.758,0.27,0.27,2.884,2.884,0.543,0.543,0.171,0.171,0.027,0.027,45.133,92.733,MC0CFHE5P3mByAbYURs/fQdyL4fwQZKNAhUAiozDqLsYN0masUrYjPTU1giHvKo=,v1,Version 2.3.0 2020-04-04,2020-04-28T21:58:28Z,automatic,4.0.1+433.gae271ca.dirty,5,green,10.0,us,70008cmt,2020-03-20T03:03:13.000Z,46.0479,93.9973,5.5,4.0,MCwCFG0Nhnm2+w/SKjMtb5zqNgF9MTbBAhRYWl29ygWL/yG3m2B4iw2T/E7aLA==,v1,Version 1.14.1 2018-04-26,automatic,10.0,us,70008cmt,2020-03-20T03:03:13.000Z,46.0476,93.9966,5.5,5.9,1.0,1.0,MC0CFDr5TcFauvKoXV09A7lTZm5mJNBVAhUA0T1o1EUprTMI91xQYYwhw1WPdOA=,v1,Version 2.1.0 2019-03-07,,
us70008db1,2020-03-21 00:49:51.370,"14 km NNE of Kanaláki, Greece",39.3567,20.6383,10.0,5.7,10.0,USGS NEIC ShakeMap,ACTUAL,us,70008db1,2020-03-21T00:49:51.000Z,WGRW12,39.3567,20.6383,5.7,automatic,40.25,21.817,6.839,6.839,0.136,0.136,2.283,2.283,0.295,0.295,0.105,0.105,0.018,0.018,38.45,19.5,MC0CFQCKuwZuDZwptEjqOv9cKnbHZ2zzmgIUZwTlwxX8bXtXYYrStZdo4pa83eo=,v1,Version 2.4.0 2020-05-11,2020-06-04T23:05:11Z,automatic,4.0.1+525.gcbad862,11,green,10.0,us,70008db1,2020-03-21T00:49:51.000Z,39.3567,20.6383,5.7,6.0,MC0CFQCJES/y8Sd/+q8xxWkRicx2covm4gIUIltLemaG6ZNZ/xOdSCPL5qE2ca0=,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,70008db1,2020-03-21T00:49:51.000Z,39.3739,20.6332,5.7,6.3,71.0,71.0,MCwCFDk92fnPF61mXjwcsekR151Rr40IAhQmS7dID3CyJ2+taVzDkFZY4Uo6bg==,v1,Version 2.1.0 2019-03-07,,
us70008e74,2020-03-22 20:43:08.126,central Mid-Atlantic Ridge,-0.705,-21.1768,10.0,5.6,10.0,USGS NEIC ShakeMap,ACTUAL,us,7.0008e+78,2020-03-22T20:43:08.000Z,WGRW12,-0.705,-21.1768,5.6,automatic,0.2,-20.267,,6.276,,0.243,,2.546,,0.41,,0.097,,0.014,-1.583,-22.067,MCwCFB73Wi9e+g+vOHgnOD8JulEUDywGAhQ4rB5CpzSMKYqhk1lNP6N9Zawk/g==,v1,Version 2.3.0 2020-04-04,2020-05-03T13:28:45Z,automatic,4.0.1+433.gae271ca.dirty,5,green,10.0,us,7.0008e+78,2020-03-22T20:43:08.000Z,-0.705,-21.1768,5.6,0.0,MCwCFBDVDFfXE9Z7eiEPFl6Lj4ahYUIAAhRmExbu/MnTBsmaq3fo+frYRCAAhQ==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us70008e91,2020-03-22 22:38:04.810,central East Pacific Rise,-4.6744,-104.9519,10.0,6.1,10.0,USGS NEIC ShakeMap,ACTUAL,us,7.0008e+95,2020-03-22T22:38:04.000Z,WGRW12,-4.6744,-104.9519,6.1,automatic,-2.983,-103.267,,6.767,,0.272,,2.969,,0.545,,0.162,,0.03,-6.317,-106.617,MCwCFBHcSvC62Pkq1DHFqZ/IbYA4o44/AhQcrMhsQpWnklBaNOSqCS/gajuMGA==,v1,Version 2.3.0 2020-04-04,2020-04-05T21:19:59Z,automatic,4.0.1+427.g320fa78.dirty,4,green,10.0,us,7.0008e+95,2020-03-22T22:38:04.000Z,-4.6744,-104.9519,6.1,0.0,MCwCFCOpIiWpSpsooQRIgFx9A35jYduXAhQIVYIMkIi8TgWwoO8a4Z35Zm3QeQ==,v1,Version 1.14.1 2018-04-26,automatic,,,,,,,,,,,,,,,
us70008eri,2020-03-23 20:33:39.220,south of the Fiji Islands,-25.281,179.7207,506.13,5.5,506.1,USGS NEIC ShakeMap,ACTUAL,us,70008eri,2020-03-23T20:33:39.000Z,WGRW12,-25.281,179.7207,5.5,automatic,-24.367,180.717,1.514,1.519,0.0,0.0,-4.509,-4.504,0.0,0.0,0.0,0.0,0.0,0.0,-26.167,178.717,MCwCFG86exvCLHWJkj776284yHcNzcKGAhQZ8Si/N9RK0cvYcPanWcHL2wP0EA==,v1,Version 2.4.0 2020-05-11,2020-06-03T15:27:12Z,automatic,4.0.1+525.gcbad862,1,green,506.1,us,70008eri,2020-03-23T20:33:39.000Z,-25.281,179.7207,5.5,0.0,MC0CFQCUdSPnWJ+Ucs8JXlZZN4EmnBRzAgIUEg8uRodih5W9Fp9ahGhqN+W3opw=,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
